label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Zinnia,3.12,6.9,766.64,1.9,0.55,1.96,58.17
Zinnia,1.1,5.58,693.16,2.71,0.52,1.04,58.13
Peace lily (Spathiphyllum),4.29,5.92,455.66,1.76,0.89,2.18,76.44
Fennel,2.7,7.48,590.98,1.52,0.58,1.26,60.78
Chives,1.41,7.27,653.73,2.91,1.18,1.73,54.48
Cilantro,2.96,7.61,450.52,2.26,0.96,2.23,76.56
Sage,1.64,7.82,648.66,1.89,0.53,1.5,63.98
Orchid,1.53,6.05,782.39,0.92,1.07,2.32,35.73
Spearmint,3.33,6.7,568.38,1.95,0.54,2.48,63.1
Oregano,0.95,7.86,439.58,2.91,1.08,1.48,44.12
Coriander (Cilantro),2.58,6.74,1061.97,2.65,0.93,2.3,70.24
Parsley,4.28,6.62,635.06,2.29,0.56,2.45,64.2
Stevia,1.05,6.69,920.86,2.33,0.82,1.62,66.86
Oregano,3.15,6.01,392.64,2.36,1.28,1.1,40.98
Aloe vera,3.79,7.45,712.72,2.16,0.7,2.36,39.2
Peppermint,4.63,7.04,845.16,1.15,0.69,1.53,77.99
Marjoram,2.48,6.89,808.96,1.03,0.64,1.86,63.34
Rosemary,4.01,7.56,746.58,2.77,0.71,1.66,58.55
Chamomile,3.51,5.6,644.06,2.18,0.59,1.15,73.17
Fennel,3.17,6.17,281.64,2.68,0.53,1.2,62.3
Bay leaf (Bay laurel),2.62,7.01,742.84,2.31,1.2,1.1,42.59
Snake plant (Sansevieria trifasciata),3.3,6.69,552.33,0.69,1.39,0.83,70.62
Fennel,1.94,7.71,475.66,1.99,1.0,1.35,51.6
Rosemary,2.75,7.15,811.83,2.62,1.16,1.32,70.99
Tomato,3.83,5.75,901.68,2.64,1.24,1.82,71.74
Rose,4.67,6.56,372.52,2.28,0.81,2.17,39.84
Rosemary,2.15,6.61,1122.83,2.21,0.9,1.51,51.68
Cilantro,2.9,6.13,1177.47,1.58,1.09,1.1,74.09
Marjoram,3.14,5.67,361.0,1.87,0.76,1.54,71.12
Lemon balm,1.4,6.9,492.71,1.81,0.99,2.46,54.2
Pothos (Epipremnum aureum),3.13,7.15,673.98,2.05,1.06,0.96,68.4
Spider plant (Chlorophytum comosum),1.98,6.22,680.45,1.28,0.59,1.68,45.48
African violet (Saintpaulia),0.34,6.53,246.84,1.01,0.2,1.36,34.46
Tulip,1.24,6.0,790.33,1.48,1.23,1.34,45.82
Marigold,1.75,6.49,536.01,2.59,0.74,1.64,58.38
Petunia,2.05,5.68,836.52,2.45,0.7,1.43,74.68
Impatiens,3.16,6.36,860.55,1.01,0.56,1.79,65.6
Aloe vera,2.82,7.08,531.17,2.5,1.16,1.39,51.77
Petunia,3.28,6.06,455.29,1.05,0.63,1.09,78.57
Sweet pea,2.72,7.36,504.64,1.47,1.04,1.66,66.4
Pansy,1.83,6.84,543.9,2.19,0.69,1.33,66.81
Lemon verbena,2.41,6.71,1110.23,2.21,0.87,1.92,77.8
Pothos (Epipremnum aureum),1.44,6.41,507.49,3.0,0.31,1.23,65.72
Tomato,0.79,6.58,351.88,2.03,1.26,2.49,70.39
Mint,3.5,6.51,970.91,2.34,1.14,1.15,68.35
Marjoram,1.24,7.1,593.16,1.87,0.8,1.27,66.97
Jade plant (Crassula ovata),2.71,5.85,467.11,1.09,0.38,1.49,51.86
Lemon balm,2.03,6.53,605.81,2.2,0.51,1.18,62.54
Orchid,1.14,6.44,449.61,0.74,0.81,2.32,45.29
Morning glory,3.45,7.44,357.83,1.08,0.86,1.65,55.17
Sage,2.99,6.55,719.58,1.32,0.62,1.92,40.52
Tulip,4.53,6.45,384.85,2.53,0.75,2.02,55.42
Bay leaf (Bay laurel),3.46,6.38,608.36,2.16,0.71,1.27,61.61
Marjoram,1.99,7.21,462.58,1.64,1.16,1.5,58.05
Calendula (Pot marigold),2.18,6.55,259.01,1.27,0.95,2.0,59.93
Sage,0.98,6.72,207.44,2.15,0.76,1.33,49.6
Lily,4.52,6.72,397.06,0.9,0.48,1.57,59.05
Snake plant (Sansevieria trifasciata),1.04,6.22,141.9,1.85,1.08,1.41,35.96
Peppermint,1.24,7.05,852.52,2.99,0.64,2.16,63.71
Lavender cotton (Santolina),2.66,6.26,259.85,2.39,0.85,1.16,51.75
Pothos (Epipremnum aureum),2.02,5.65,495.22,0.8,0.59,1.24,63.86
Parsley,3.98,7.46,1095.05,2.32,0.77,1.1,75.86
Calendula (Pot marigold),1.65,6.22,771.02,1.01,0.76,1.93,73.69
Zinnia,1.41,6.27,259.6,1.29,1.05,1.52,62.0
Fennel,1.8,7.17,354.13,2.77,0.92,1.91,57.17
Tulip,3.93,6.69,748.82,0.92,0.25,1.62,79.36
Orchid,1.37,6.6,264.42,0.52,1.38,2.25,30.66
Cilantro,4.18,6.69,671.78,2.62,0.93,1.89,67.3
Rosemary,2.1,6.39,646.96,2.58,1.1,1.6,58.17
Sweet pea,0.54,5.66,512.45,2.86,0.55,1.03,69.18
Stevia,2.04,6.93,941.6,2.22,0.99,1.89,71.39
Tarragon,2.87,6.08,488.19,1.11,0.8,1.75,68.91
Sweet pea,2.28,6.64,295.91,2.65,0.66,1.76,53.8
Stevia,1.11,6.6,776.19,1.79,0.54,1.13,50.19
Thyme,1.88,6.5,615.4,2.86,0.74,1.1,52.22
Mint,0.65,6.33,1336.58,1.55,0.54,1.1,88.29
Aloe vera,1.15,6.76,534.48,1.49,0.34,2.07,33.67
Spider plant (Chlorophytum comosum),2.76,7.35,549.89,0.97,0.36,1.1,49.07
Parsley,2.54,7.37,1074.42,1.89,0.5,2.3,61.16
Snake plant (Sansevieria trifasciata),4.82,5.99,155.95,1.16,0.45,1.54,69.22
Tomato,1.02,6.81,214.92,1.73,1.03,2.32,56.7
African violet (Saintpaulia),0.47,6.6,522.81,2.04,0.44,2.35,31.71
Nasturtium,1.15,5.57,938.52,2.36,0.67,1.51,67.21
Lavender cotton (Santolina),3.46,7.59,451.21,1.23,0.99,1.46,47.49
Lavender cotton (Santolina),2.09,7.78,230.35,2.36,1.14,1.34,47.21
Spearmint,1.04,6.19,403.75,2.12,1.09,2.24,89.53
Marjoram,0.81,6.47,892.75,2.42,0.97,1.4,71.18
Peppermint,4.11,6.99,782.28,2.15,0.53,2.25,70.95
Pansy,2.87,5.61,660.07,2.91,0.77,1.88,58.66
Rosemary,0.88,7.71,619.19,2.04,1.16,1.77,50.06
Marigold,1.81,6.33,610.4,1.21,0.92,1.33,43.84
Peace lily (Spathiphyllum),3.2,5.83,183.13,1.88,1.33,0.86,55.34
Coriander (Cilantro),4.38,7.18,755.4,3.0,1.16,1.1,56.68
Spider plant (Chlorophytum comosum),1.22,7.17,170.86,2.27,0.68,1.3,40.46
Calendula (Pot marigold),0.97,6.3,371.69,2.08,0.96,1.64,53.34
African violet (Saintpaulia),3.39,6.7,237.15,2.23,0.96,2.07,33.47
Petunia,1.63,6.21,719.38,2.2,0.94,1.53,76.08
Coriander (Cilantro),2.16,6.17,1055.08,2.58,0.63,1.33,77.42
Chamomile,3.92,6.52,638.93,2.12,0.84,1.93,51.54
Peace lily (Spathiphyllum),3.17,6.02,393.74,2.53,0.3,0.69,64.77
Parsley,2.02,7.35,601.19,2.61,0.79,2.49,69.22
Parsley,1.98,7.44,602.58,1.66,1.2,1.23,59.68
Morning glory,0.68,6.6,385.36,1.17,0.81,1.57,61.81
Thyme,1.08,6.14,848.4,2.71,0.85,1.64,51.82
Daffodil,2.26,6.61,580.6,0.65,0.43,0.86,57.9
Peppermint,1.07,6.43,976.04,2.28,0.5,2.32,72.79
Petunia,1.18,6.15,453.59,1.96,0.93,1.46,60.21
Rosemary,1.06,7.42,1184.36,1.44,1.17,1.54,58.65
Coriander (Cilantro),0.89,6.34,1181.49,2.44,1.09,1.89,52.92
Pothos (Epipremnum aureum),0.37,7.33,617.16,0.79,0.7,1.59,52.13
Marjoram,3.22,6.22,650.74,1.6,1.16,1.15,54.94
Spider plant (Chlorophytum comosum),0.47,7.1,218.64,1.9,1.16,0.97,52.22
Tulip,4.18,6.68,103.34,2.08,1.44,1.88,72.88
Snake plant (Sansevieria trifasciata),2.01,5.87,528.22,1.07,0.6,1.73,56.37
Lemon balm,2.32,7.02,626.99,2.14,0.8,2.24,67.95
Zinnia,1.74,6.6,425.54,1.5,0.9,1.01,50.99
Lavender,2.08,6.44,598.37,1.08,0.97,1.87,43.4
Daffodil,1.65,6.44,793.22,1.31,1.05,1.17,63.05
Coriander (Cilantro),4.39,6.2,571.31,2.15,1.12,1.03,50.74
Dill,3.11,6.7,344.17,1.75,0.91,1.46,53.52
Dill,1.06,5.88,590.41,1.63,0.93,1.29,53.82
Snapdragon,3.26,7.51,550.22,2.06,0.85,1.88,48.88
Tarragon,2.93,7.09,271.39,1.01,0.63,1.57,52.41
Pothos (Epipremnum aureum),2.73,5.58,234.1,1.89,0.59,0.88,58.84
Oregano,1.75,7.22,691.97,2.03,0.62,1.58,48.91
Snapdragon,0.91,6.13,616.23,1.69,1.15,1.17,57.9
Jade plant (Crassula ovata),1.24,6.54,654.68,2.64,1.41,2.42,33.41
Mint,3.13,7.04,821.57,3.49,0.69,1.86,73.64
Sunflower,2.64,7.42,526.31,1.7,0.67,1.2,54.64
Thyme,3.31,6.8,977.14,1.86,0.86,1.99,55.83
Thyme,0.51,7.4,793.83,2.61,0.93,1.0,73.24
Lemon balm,1.26,7.15,676.62,1.91,0.55,1.56,65.13
African violet (Saintpaulia),4.72,5.71,778.21,1.58,0.19,1.9,71.8
Stevia,2.72,5.68,716.38,1.66,0.52,1.35,62.43
Cilantro,1.8,6.81,367.59,1.61,0.57,2.1,54.36
Marjoram,3.75,6.61,625.26,1.12,1.08,1.91,50.81
Petunia,2.89,5.61,894.43,2.5,0.65,1.73,60.58
Iris,0.86,6.74,407.82,2.27,1.09,0.79,60.37
Parsley,2.73,6.89,828.79,2.81,0.55,2.06,68.63
Stevia,2.62,6.32,878.84,1.09,0.56,1.15,73.29
Stevia,1.46,5.86,937.58,2.3,0.67,1.37,74.15
Impatiens,3.26,6.72,930.12,2.61,1.05,1.61,58.37
Aloe vera,3.77,5.53,441.97,0.96,1.49,2.15,65.87
Peppermint,1.69,6.09,905.75,1.54,0.83,2.07,74.65
Nasturtium,2.8,6.8,271.13,1.72,0.93,1.52,71.04
Tarragon,1.43,7.3,555.16,1.81,0.98,1.39,51.32
Tarragon,0.86,7.41,438.79,1.16,0.52,1.93,48.08
Crocus,3.26,6.22,739.1,1.94,1.07,1.79,70.4
Calendula (Pot marigold),2.01,7.2,386.26,1.32,0.53,1.39,59.09
Coriander (Cilantro),2.5,6.2,483.18,2.99,0.67,1.99,75.09
Spearmint,3.89,7.17,556.56,1.86,0.85,1.78,89.74
Dill,2.98,6.15,567.82,1.9,0.51,1.35,55.13
Pansy,2.77,6.63,920.45,2.81,0.71,1.54,75.6
Thyme,1.58,6.32,747.11,2.5,1.0,1.16,73.88
Oregano,3.36,7.01,714.16,2.81,0.59,1.64,47.65
Tomato,3.49,6.38,317.98,2.19,1.0,1.85,76.71
Snake plant (Sansevieria trifasciata),0.85,6.24,170.37,1.41,0.6,1.01,78.09
Rosemary,2.2,6.63,1095.83,2.31,0.85,1.49,55.04
Sunflower,1.7,7.43,942.68,2.68,0.53,1.13,65.22
Coriander (Cilantro),3.98,6.17,349.32,2.77,1.0,2.32,64.27
Crocus,3.23,7.32,436.2,1.09,1.23,2.48,71.19
Basil,2.34,5.94,967.35,3.46,1.42,1.13,79.08
Sunflower,1.86,5.58,878.44,1.8,0.67,1.09,72.07
Pansy,1.87,5.64,272.48,2.93,1.05,1.91,59.83
Stevia,2.1,6.1,894.35,1.96,0.66,1.48,55.91
Snapdragon,2.77,7.86,640.51,1.47,1.03,1.95,42.21
Peppermint,1.69,6.7,815.72,2.29,1.17,2.19,64.64
Pothos (Epipremnum aureum),2.34,6.34,777.56,1.82,0.4,2.25,63.56
Tarragon,0.74,7.81,287.1,1.99,0.95,1.98,64.29
Spearmint,1.1,6.7,388.93,1.85,1.04,1.96,80.27
Petunia,2.96,6.63,446.39,1.37,0.62,1.58,63.15
Sweet pea,1.03,6.0,756.13,2.98,0.73,1.08,59.6
Peppermint,1.22,6.71,332.3,1.97,0.79,1.38,85.85
Thyme,1.3,7.98,406.69,2.99,0.72,1.34,67.81
Marigold,3.33,7.39,466.16,2.38,0.9,1.59,65.17
Spider plant (Chlorophytum comosum),0.8,5.74,145.39,2.48,1.31,1.12,46.84
African violet (Saintpaulia),1.64,5.92,644.5,1.66,0.98,1.34,37.11
Fennel,0.72,7.27,236.44,2.16,0.95,1.52,50.19
Daffodil,4.01,6.51,620.99,1.76,1.05,1.31,43.47
Peppermint,1.96,6.1,1155.89,2.84,0.57,1.93,76.28
Thyme,1.33,7.82,966.6,2.64,0.99,1.42,74.7
Oregano,2.91,6.87,321.01,1.95,1.29,1.61,60.46
Spearmint,2.72,7.22,1022.1,1.88,0.98,1.88,69.59
Nasturtium,1.06,7.32,780.63,1.69,0.7,1.68,74.68
Mint,2.56,7.45,618.9,2.39,1.3,1.58,86.82
Spider plant (Chlorophytum comosum),0.48,6.22,456.44,1.57,0.7,1.41,67.95
Sweet pea,2.48,6.77,878.11,2.49,0.81,1.12,51.42
Pothos (Epipremnum aureum),2.22,5.93,589.92,1.81,0.61,1.5,58.31
Basil,2.28,5.74,726.64,1.38,1.35,2.36,76.64
Lily,1.18,6.06,489.21,1.3,1.26,1.78,76.15
Peppermint,4.03,7.13,353.29,1.07,0.58,2.49,69.44
Pothos (Epipremnum aureum),4.37,6.58,774.15,1.37,1.28,1.53,42.8
Iris,0.56,5.79,601.36,0.87,0.31,0.85,61.76
Cilantro,1.89,6.93,356.87,2.9,0.85,1.59,60.0
Snake plant (Sansevieria trifasciata),0.73,7.39,453.93,2.41,1.37,1.98,64.98
Iris,2.79,7.23,339.47,1.9,0.19,0.71,50.45
Sunflower,0.86,5.94,489.11,1.95,0.9,1.27,73.95
Mint,1.66,7.47,756.97,1.81,0.66,2.38,68.79
Marigold,0.96,7.5,282.83,2.2,1.08,1.92,40.84
Nasturtium,1.03,7.26,422.57,1.03,0.93,1.26,62.93
Lily,0.39,5.59,380.88,0.64,0.17,1.27,45.84
Fennel,2.18,7.49,454.98,2.35,0.71,1.25,59.79
Lemon verbena,1.77,6.21,360.16,2.33,0.6,1.67,67.14
Geranium,0.75,6.43,942.63,2.08,1.0,1.95,79.62
Sweet pea,1.11,6.66,999.4,2.68,0.68,1.64,53.31
Parsley,1.79,6.84,939.83,2.39,0.98,1.68,63.37
Morning glory,1.99,6.64,407.99,1.06,0.54,1.79,79.35
Oregano,3.62,6.1,609.76,2.89,0.88,1.72,48.44
Lemon balm,2.85,6.95,972.68,2.56,1.15,2.25,64.35
Snapdragon,0.77,7.01,258.28,1.68,0.7,1.73,67.97
Oregano,3.47,7.12,415.03,2.11,0.79,1.27,59.21
Tulip,2.91,6.63,791.68,2.12,0.11,0.5,72.17
Impatiens,0.81,6.8,575.36,2.5,0.81,1.31,68.11
Crocus,3.77,5.8,229.95,1.78,1.1,1.16,43.61
Tarragon,3.2,6.71,493.74,2.06,0.97,1.34,51.67
Chives,0.66,6.01,843.76,2.88,1.0,1.91,55.3
Sweet pea,1.52,6.33,754.22,2.56,1.09,1.74,62.42
Snapdragon,1.89,6.17,713.51,2.12,0.64,1.94,58.48
Crocus,3.28,7.49,184.56,0.8,1.45,0.99,71.78
Crocus,2.15,5.87,696.13,1.51,1.05,2.44,74.13
Sunflower,1.67,6.93,247.06,2.97,1.14,1.92,54.99
Iris,3.01,5.51,572.35,2.02,1.23,0.85,34.38
Morning glory,1.99,7.09,393.94,2.96,1.0,1.72,58.07
Peppermint,1.99,6.79,462.13,2.55,1.15,1.71,85.7
Rosemary,0.98,7.63,409.03,2.87,1.05,1.23,72.33
Dill,2.32,5.62,651.79,1.88,0.81,1.07,51.5
Oregano,3.74,7.45,930.02,2.54,0.52,1.96,58.61
Snapdragon,1.6,7.53,214.58,1.16,0.88,1.71,50.49
Aloe vera,3.25,6.16,577.12,1.75,1.39,2.06,36.95
Marjoram,3.43,6.43,777.43,1.32,0.69,1.92,59.07
Tulip,1.74,7.21,572.04,2.93,0.83,1.67,53.59
Orchid,2.09,7.09,274.48,2.53,0.47,2.04,39.44
Calendula (Pot marigold),1.04,7.12,530.21,1.42,0.77,1.89,65.69
Pothos (Epipremnum aureum),0.25,6.0,692.36,2.42,1.0,0.78,54.57
Pothos (Epipremnum aureum),0.59,6.73,100.14,2.8,0.51,1.67,55.74
Dill,2.94,6.64,676.89,1.95,0.69,1.17,63.61
Morning glory,1.51,6.56,303.41,1.05,1.14,1.09,71.57
Bay leaf (Bay laurel),1.0,7.35,226.44,2.68,1.03,1.98,42.37
Mint,1.85,6.68,695.23,1.85,1.22,1.84,82.0
Crocus,1.69,6.53,436.17,0.81,0.36,0.95,57.27
Oregano,2.88,6.51,776.45,2.45,1.17,1.39,49.99
Sweet pea,2.49,7.19,494.59,1.25,0.68,1.89,52.26
Spearmint,4.61,7.21,728.83,2.13,1.19,1.66,74.51
Morning glory,0.73,7.26,346.87,1.27,0.87,1.77,52.55
Marjoram,3.87,6.93,972.98,1.84,1.12,1.82,53.98
Spearmint,0.94,6.37,956.98,2.11,1.03,1.81,71.54
Lavender,3.25,6.93,456.72,1.65,0.84,0.72,68.82
Dill,0.69,7.26,654.46,2.11,0.54,1.46,61.86
Lavender,0.53,7.26,790.83,1.54,0.79,1.37,44.16
Impatiens,3.44,7.09,878.61,2.08,0.89,1.78,54.82
Marigold,0.55,7.11,513.86,2.17,0.99,1.61,69.13
Lemon verbena,1.91,7.07,554.95,1.65,0.7,1.42,76.69
Morning glory,2.6,5.98,485.11,2.13,0.83,1.73,65.08
African violet (Saintpaulia),1.87,6.46,658.84,1.63,0.58,1.08,35.6
Basil,2.08,6.81,1491.75,2.16,1.3,2.5,66.25
Orchid,2.15,6.8,636.21,2.43,0.89,1.67,55.79
Geranium,2.68,7.36,590.01,1.34,0.69,1.13,57.13
Lemon verbena,1.5,7.45,657.65,1.81,0.63,1.93,70.48
Basil,0.63,5.9,1363.99,1.78,1.34,2.47,79.36
African violet (Saintpaulia),3.66,6.75,388.68,1.72,0.3,1.15,38.45
Peppermint,3.84,7.11,774.13,2.03,1.06,2.05,77.03
Sage,1.57,7.59,508.48,1.92,0.83,1.12,45.13
African violet (Saintpaulia),2.59,6.77,631.95,2.19,0.75,1.65,40.9
Lemon verbena,2.81,6.33,617.62,1.35,0.67,1.82,66.08
Morning glory,0.67,6.42,415.49,2.84,0.71,1.74,55.11
Zinnia,2.93,7.44,416.33,2.05,0.92,1.48,68.45
Bay leaf (Bay laurel),1.99,7.45,457.29,1.36,0.94,1.42,66.59
Chamomile,2.2,5.93,714.32,2.29,1.14,1.74,70.75
Chives,4.23,6.67,488.27,3.41,0.89,1.23,76.47
Tulip,3.84,6.71,707.63,2.28,1.17,1.62,75.58
Marjoram,3.03,6.36,861.05,1.14,1.1,1.96,56.05
Snapdragon,0.68,7.93,507.44,1.22,1.05,1.71,47.39
Rosemary,1.4,6.34,878.25,1.15,0.53,1.03,54.09
Sage,0.58,7.81,564.48,1.53,0.88,1.36,68.76
Calendula (Pot marigold),1.14,6.78,239.09,1.34,0.79,1.25,51.84
Lily,3.15,6.26,679.77,0.81,0.67,1.85,41.06
Oregano,3.44,7.28,332.14,1.54,0.68,1.2,69.07
Thyme,3.29,7.68,568.37,1.86,0.74,1.16,60.06
Tomato,2.01,6.03,975.18,2.48,1.07,1.37,61.58
Tulip,4.57,6.61,214.35,0.72,0.27,0.71,36.73
Marigold,2.18,6.16,354.33,1.95,0.74,1.89,43.26
Peace lily (Spathiphyllum),3.6,6.05,658.21,2.72,0.77,2.36,71.99
Impatiens,3.15,6.39,244.5,1.05,0.76,1.11,76.28
Sunflower,3.06,7.3,478.78,2.86,0.61,1.07,53.12
Thyme,1.56,7.86,814.1,2.88,0.99,1.29,59.27
Tarragon,0.97,7.83,206.72,2.2,0.71,1.51,45.15
Calendula (Pot marigold),0.98,7.32,659.01,1.73,0.99,1.11,56.9
Morning glory,1.42,6.59,926.26,2.8,0.96,1.16,75.85
Orchid,0.43,5.95,575.01,0.85,1.35,0.98,56.3
Parsley,1.84,5.7,455.97,1.57,0.54,1.32,55.02
Basil,1.9,7.39,1343.54,1.04,1.19,2.43,80.42
Marigold,2.54,6.07,730.66,2.65,1.1,1.21,58.48
Lemon balm,2.2,7.11,692.08,2.37,1.1,2.42,63.57
Nasturtium,1.93,7.41,880.03,2.21,0.88,1.26,72.36
Geranium,1.3,5.77,906.53,1.16,0.89,1.18,75.72
Mint,1.73,6.32,572.38,3.29,1.32,2.3,71.91
Snake plant (Sansevieria trifasciata),3.47,7.3,677.17,1.7,0.2,1.92,72.63
Daffodil,3.15,6.49,254.75,1.22,0.52,1.3,60.47
Crocus,4.22,6.06,405.07,1.45,0.62,2.25,47.23
Marigold,2.15,6.87,318.19,2.85,0.87,1.03,54.68
Marigold,0.78,7.67,449.85,1.11,1.1,1.91,40.21
Cilantro,1.2,6.08,1013.18,1.86,1.0,1.96,54.86
Lemon verbena,1.17,7.36,698.35,2.43,0.83,1.77,56.12
Marjoram,3.24,5.97,620.96,2.01,0.51,1.87,74.89
Tomato,2.22,6.14,498.77,2.18,1.14,2.05,61.02
Morning glory,1.9,6.1,620.45,1.19,0.93,1.18,74.53
Dill,2.06,5.86,263.61,2.19,0.75,1.14,52.15
Peace lily (Spathiphyllum),1.82,7.0,718.52,2.21,0.24,0.63,68.6
Aloe vera,1.63,6.39,694.25,0.82,0.79,1.47,65.6
Geranium,1.66,5.58,496.03,2.57,0.56,1.79,64.31
Geranium,0.52,7.19,479.72,2.61,1.02,1.86,75.25
Spider plant (Chlorophytum comosum),2.34,6.57,601.26,0.91,1.31,0.71,31.04
Peppermint,1.01,6.26,699.14,1.29,0.67,2.33,79.49
Spider plant (Chlorophytum comosum),4.16,5.57,154.37,0.92,0.44,1.39,53.24
Lavender,3.36,7.05,598.5,1.09,0.64,0.52,49.2
Fennel,1.23,6.84,669.9,1.73,0.87,1.91,49.19
Snapdragon,1.36,7.98,583.56,1.63,0.95,1.58,54.07
Nasturtium,1.45,6.46,816.67,2.22,1.07,1.26,53.54
Orchid,2.97,6.65,556.28,1.36,0.97,1.75,79.71
Parsley,1.53,6.63,452.51,1.51,0.66,1.64,70.2
Sage,3.19,6.46,278.01,1.13,0.69,1.61,43.02
Spider plant (Chlorophytum comosum),4.58,7.13,600.12,2.89,1.29,2.22,38.96
Tulip,2.54,6.73,173.09,0.96,0.32,2.3,70.24
Chives,4.06,6.76,356.29,3.17,0.78,1.68,57.26
Lavender,0.89,6.54,765.16,2.03,0.77,1.51,59.15
Tarragon,3.1,6.09,271.38,1.25,0.75,1.54,56.7
Marjoram,0.51,6.71,520.56,2.97,0.84,1.49,67.74
Petunia,3.12,7.39,708.72,2.24,1.0,1.89,71.45
Basil,2.58,6.79,1251.24,1.85,1.28,1.59,76.37
Snake plant (Sansevieria trifasciata),0.51,6.57,796.05,1.19,0.89,1.43,79.37
Mint,2.49,6.69,1309.7,2.22,0.59,1.48,65.23
Bay leaf (Bay laurel),1.15,7.64,721.21,1.2,1.05,2.0,56.36
Snapdragon,1.41,7.17,732.07,1.17,1.04,1.46,60.27
Sunflower,1.32,7.4,221.5,1.16,0.78,1.09,62.97
Pansy,1.92,6.64,410.68,2.07,1.11,1.57,61.15
Calendula (Pot marigold),2.57,6.68,579.92,1.96,0.82,1.88,72.57
Sage,1.19,6.87,528.41,1.36,0.94,1.49,61.59
Marjoram,0.63,5.75,646.41,2.63,0.99,1.37,57.1
Lavender,2.12,7.71,239.84,1.82,0.98,1.28,62.98
Cilantro,2.25,7.39,783.23,1.62,1.34,1.5,78.76
Crocus,3.99,6.86,236.52,1.44,1.25,1.82,47.94
Aloe vera,1.0,7.04,196.39,1.67,1.31,1.21,63.5
Tulip,3.45,6.42,164.74,2.32,0.66,2.45,56.16
Orchid,4.51,5.96,294.92,2.98,0.38,2.38,50.68
Peppermint,1.73,7.39,1106.69,1.61,1.15,1.52,66.21
Snake plant (Sansevieria trifasciata),0.98,7.13,472.4,1.33,0.83,1.26,33.45
Marjoram,1.62,7.46,489.84,2.46,1.03,1.06,70.31
Geranium,1.48,7.19,920.42,1.01,0.59,1.88,68.7
Stevia,2.18,5.73,415.91,2.05,0.68,1.24,59.58
Oregano,1.58,7.03,531.51,2.83,1.26,1.49,67.51
Iris,3.59,7.37,524.81,2.64,0.77,2.34,56.24
Mint,3.82,7.4,753.94,1.51,1.04,1.97,66.77
Petunia,1.17,5.52,810.78,1.74,0.51,1.19,57.87
Sunflower,1.04,6.79,310.02,1.17,0.86,1.73,53.98
Crocus,2.8,5.58,593.79,1.79,0.7,1.98,57.89
Sunflower,2.97,5.95,999.08,2.18,0.9,1.32,67.25
African violet (Saintpaulia),1.6,7.24,794.91,1.31,0.65,2.08,55.99
Zinnia,2.61,6.31,372.28,1.81,0.78,1.94,58.99
Mint,4.12,6.71,1352.92,1.73,1.09,1.81,80.87
Chives,1.55,6.15,782.93,1.86,1.14,2.07,50.66
Pothos (Epipremnum aureum),2.97,5.8,572.35,1.78,0.73,0.61,61.48
Parsley,4.09,6.22,435.14,2.89,0.61,1.56,57.84
Iris,0.99,5.77,479.64,1.84,0.44,1.98,77.8
Parsley,1.13,7.5,356.58,2.42,1.1,1.15,74.32
Mint,0.68,7.07,619.26,3.06,0.95,1.35,80.11
Parsley,1.94,5.82,920.7,2.91,1.04,1.58,53.09
Snapdragon,2.65,7.42,253.86,1.28,0.8,1.75,57.65
Lavender,2.96,6.66,755.62,1.72,1.14,0.83,64.02
African violet (Saintpaulia),1.63,5.77,522.29,2.49,0.73,2.17,73.0
Oregano,0.78,6.62,407.06,1.42,1.14,1.65,66.65
Sunflower,0.52,5.92,273.67,2.14,0.7,2.0,70.2
Sunflower,2.57,5.75,354.38,1.02,0.97,1.19,68.43
Crocus,0.42,5.56,252.38,1.24,1.3,1.18,58.33
Rose,3.22,6.28,556.79,1.11,1.37,2.19,70.53
Thyme,1.33,7.94,916.48,1.03,0.61,1.91,55.79
Impatiens,2.69,6.31,762.84,1.52,1.16,1.64,74.78
Daffodil,2.98,7.0,377.6,1.06,1.19,2.13,65.16
Tomato,3.74,5.59,242.33,2.94,1.27,2.23,67.61
Crocus,0.83,6.12,652.38,2.6,1.2,0.6,73.01
Coriander (Cilantro),0.65,7.47,904.16,2.38,0.85,1.67,53.2
Fennel,2.71,6.3,359.27,1.63,0.69,1.72,45.75
Pothos (Epipremnum aureum),2.78,6.81,224.21,2.29,1.21,2.24,49.91
Sunflower,1.04,6.1,961.27,1.16,1.01,1.91,78.83
Crocus,0.53,6.78,725.49,2.15,0.43,0.68,38.5
Spider plant (Chlorophytum comosum),2.23,6.45,521.13,1.47,0.34,1.81,54.8
Geranium,2.4,7.36,495.92,1.46,0.79,1.92,65.43
Chamomile,1.93,5.88,510.67,1.49,1.12,1.76,74.53
Tomato,1.78,6.99,638.65,2.34,1.25,1.19,53.4
Iris,4.33,6.4,203.41,2.61,1.13,2.2,57.73
Bay leaf (Bay laurel),3.27,6.69,575.21,1.38,0.71,1.85,48.54
Calendula (Pot marigold),2.36,6.61,466.27,2.11,0.75,1.83,54.43
Stevia,1.23,5.65,739.75,2.47,0.51,1.67,56.39
Lemon verbena,2.57,6.48,637.68,1.57,0.75,1.79,68.18
Chamomile,1.2,5.92,914.48,2.02,1.18,1.47,62.32
Zinnia,0.65,6.98,576.91,2.65,0.84,1.12,79.73
African violet (Saintpaulia),1.41,7.37,765.46,2.78,0.93,2.04,52.77
